user_id,household_size,number_of_kids,income_type,class,gross_monthly_income,net_monthly_income,assets_total,investments_total,savings_total,debts_total,rent_mortgage,utilities,insurance,transportation,groceries,clothes,phone,subscriptions,miscellaneous,fixed_costs_total,emergency_fund,house_rent_savings,guilt_free_spending,total_net_worth,financial_stress,owns_home,user_goals
311,5,0,single_income,middle,108978,88668,3872325,427660,53362,254604,16346,5299,3399,5201,15854,8763,2961,4178,11422,87575,21720,0,19889,4098743,no,yes,Buy a new car
312,3,1,single_income,middle,71217,62338,4407647,395885,40654,392386,10682,4288,2546,8157,9218,3420,1954,3272,8312,63727,35105,24122,16408,4451800,no,no,Start a small business
313,6,2,single_income,rich,367284,303128,37357811,5400755,573079,23946,55092,3487,2045,8987,19248,9405,2557,2529,16452,126133,35225,7696,81740,43307699,no,no,Build passive income
314,4,1,dual_income,middle,81509,70827,3037140,137170,63555,607878,12226,2748,4332,2329,18289,8127,1272,2232,9350,71685,34049,0,15394,2629987,no,yes,Start a small business
315,3,1,dual_income,middle,75203,63222,4934539,313739,50143,549924,11280,4262,5754,7604,18494,7506,625,716,10257,78643,32892,8774,41898,4748497,no,no,Build wealth for kids
316,6,1,single_income,upper_middle,160134,138559,9134129,656547,428321,777090,24020,2195,3893,5275,12050,6553,1329,3843,11138,85392,7056,0,51113,9441907,no,yes,Down payment for a house
317,5,2,dual_income,upper_middle,138830,109684,5790023,1642454,225407,741157,20824,4631,3521,4672,19370,4337,1128,4922,11136,85382,31014,0,51395,6916727,no,yes,Invest in stock market
318,5,0,dual_income,upper_middle,179300,135880,5891307,1508008,461273,143923,26895,2049,4963,9272,13492,7146,1299,2848,12796,98107,37577,0,53660,7716665,no,yes,Pay medical bills
319,3,1,dual_income,upper_middle,186555,146546,8497720,1754660,370398,487554,27983,5272,4269,6247,16835,6721,716,3773,12760,97827,20330,0,62419,10135224,no,yes,Retirement savings
320,4,0,single_income,poor,25501,21791,92641,14047,1562,639,3825,5787,5736,9746,8089,7891,1751,4413,7993,61282,41820,0,4260,107611,no,yes,Open a PPF account
321,5,2,dual_income,middle,108657,96429,4794937,109387,96815,751872,16298,2611,2749,7388,9856,2399,2026,835,8985,68887,39866,0,25857,4249267,no,yes,Invest in stock market
322,6,1,single_income,middle,111515,93523,4402112,189460,64112,251048,16727,5057,2731,7190,14997,4713,1151,1945,10337,79251,28437,5455,24910,4404636,no,no,Pay medical bills
323,5,1,single_income,lower_middle,32976,26848,519455,185093,6387,138552,4946,3543,5814,5404,12492,4343,606,4883,8910,68316,42569,0,18348,572383,no,yes,Pay medical bills
324,5,0,single_income,lower_middle,59015,47496,1012193,106960,6247,121713,8852,4372,5879,8834,16783,4188,1554,803,9678,74203,34756,0,12269,1003687,no,yes,Upgrade to a bigger house
325,4,1,dual_income,rich,292943,257593,10742476,6138937,1061032,124697,43941,4556,3187,9176,17390,8605,2111,684,15802,121153,5997,9664,137579,17817748,no,no,Repay credit card dues
326,6,1,single_income,middle,115973,91571,3396167,471666,75965,543288,17395,2107,3296,4811,12090,8158,869,2504,9516,72960,31279,8324,44665,3400510,no,no,Plan a family vacation
327,6,1,single_income,rich,355183,278505,22172190,5403171,6387136,61600,53277,3174,2443,7886,13590,6558,972,739,15460,118528,38357,0,100022,33900897,no,yes,Upgrade to a bigger house
328,3,0,dual_income,lower_middle,37235,30788,1637333,147489,1841,152785,5585,3433,3202,9214,15017,9771,875,2413,10998,84321,42065,0,13440,1633878,no,yes,Renovate home
329,3,2,dual_income,rich,354522,275334,23331521,2795415,3344140,470897,53178,2941,5908,4673,10122,5785,558,4188,13750,105419,8748,0,88886,29000179,no,yes,Repay credit card dues
330,4,2,single_income,upper_middle,165950,139602,6675203,1780851,383317,768582,24892,2674,3439,4734,13613,5630,1779,1626,11305,86672,25600,12824,67010,8070789,no,no,Build wealth for kids
331,5,0,dual_income,middle,82480,64546,2205719,271960,63832,316196,12372,5254,2863,8691,19300,5055,1537,1113,10912,83661,39640,0,24404,2225315,no,yes,Start an education fund
332,6,0,dual_income,lower_middle,42752,35656,825063,109869,6942,159687,6412,2244,2020,7229,16585,7529,1486,2555,9724,74557,8515,6910,19581,782187,no,no,Pay off debt
333,5,2,single_income,middle,75051,63709,4494682,128670,87551,210236,11257,3243,2594,4154,16772,8752,2247,3353,11275,86443,23620,0,41367,4500667,no,yes,Upgrade to a bigger house
334,3,2,dual_income,upper_middle,193927,171185,7575228,742726,402811,529059,29089,4226,4692,7942,9764,2275,1675,1901,12217,93665,36340,0,60543,8191706,no,yes,Pay off debt
335,5,0,single_income,upper_middle,140662,110629,9998964,1085009,238458,664396,21099,5539,4316,3043,18817,5042,1314,4000,12026,92204,20225,21693,56252,10658035,no,no,Build emergency fund
336,4,1,single_income,middle,81219,65154,2929441,166330,67366,769601,12182,3047,2270,7214,12237,9861,1401,4529,9803,75161,43183,0,42032,2393536,no,yes,Repay credit card dues
337,6,0,dual_income,lower_middle,47504,39952,1553886,31817,16830,132641,7125,3351,5980,6502,19576,3725,1193,1447,8070,61876,5022,6128,7163,1469892,no,no,Plan a family vacation
338,5,1,dual_income,upper_middle,172882,147009,8447822,583576,120557,646113,25932,2767,2453,9610,19167,4324,1947,3061,13379,102573,10984,0,38998,8505842,no,yes,Retirement savings
339,4,2,single_income,middle,96023,75363,3787073,356055,25349,600966,14403,3448,3398,8184,9507,3003,2807,583,9060,69461,44351,0,44393,3567511,no,yes,Retirement savings
340,4,0,dual_income,middle,98059,86608,2131980,291324,32877,476383,14708,3143,5352,3331,14851,5348,2053,1305,9478,72667,25531,0,36435,1979798,no,yes,Start a small business
341,6,0,dual_income,middle,69616,60858,3124552,333208,68738,475251,10442,5666,2559,9957,11831,3918,1575,4147,9730,74599,6031,0,43646,3051247,no,yes,Pay off debt
342,6,2,single_income,rich,222222,182310,14274098,3636788,4510673,260038,33333,3829,5751,8081,18223,9206,863,4969,14922,114407,20591,0,104649,22161521,no,yes,Buy a new car
343,5,2,dual_income,middle,115390,98311,2019416,113672,66996,200064,17308,4035,4863,3876,13674,6851,2728,4106,9698,74355,15866,24890,18299,2000020,no,no,Travel abroad next year
344,5,2,dual_income,middle,70995,61002,2449704,102631,54954,337039,10649,2252,4004,3459,9942,8704,1826,1994,7363,56450,22564,0,37758,2270250,no,yes,Renovate home
345,6,0,dual_income,lower_middle,54086,46298,1499529,28004,3925,115308,8112,3274,2945,5904,18419,5796,792,4473,9502,72853,15683,0,7049,1416150,no,yes,Pay medical bills
346,6,2,dual_income,lower_middle,44400,36670,1873464,155418,8619,171449,6660,2106,5619,6754,19525,5992,1682,1725,9765,74871,17196,20372,16164,1866052,no,no,Down payment for a house
347,6,1,single_income,middle,104823,82322,3927412,269259,68481,883835,15723,4461,3301,9917,14858,2758,1246,3386,10661,81739,14260,0,17433,3381317,no,yes,Travel abroad next year
348,4,2,single_income,lower_middle,56073,47198,880665,131467,19901,191917,8410,2850,3988,6537,17860,6968,1166,4084,8513,65268,13539,0,8291,840116,no,yes,Increase term insurance
349,5,0,dual_income,middle,87724,67683,2948128,491384,76132,305494,13158,2266,3438,4693,15434,7452,1522,1064,9001,69012,22443,0,44389,3210150,no,yes,Build passive income
350,6,1,single_income,middle,102719,88197,3795722,403895,37693,682757,15407,4385,3330,9595,16702,4572,991,2020,10480,80347,29276,0,43988,3554553,no,yes,Build passive income
351,3,2,dual_income,middle,82560,71660,3631254,225772,88149,507248,12384,5515,2358,9769,14489,2192,1939,2184,8417,64536,36889,22211,39496,3437927,no,no,Pay medical bills
352,6,1,single_income,middle,72907,58513,3007470,469432,92717,442821,10936,4717,3309,8053,14457,8749,796,4611,9371,71850,45279,0,27875,3126798,no,yes,Start a small business
353,4,2,dual_income,lower_middle,39408,32336,1637718,27603,13690,120605,5911,5608,5714,4884,9125,2885,2969,3025,7811,59885,14117,6938,8239,1558406,no,no,Retirement savings
354,5,0,dual_income,middle,63465,56838,2786872,280685,90949,697275,9519,2005,2680,9038,14414,7739,598,1680,8330,63865,29451,25875,34547,2461231,no,no,Pay off debt
355,3,2,dual_income,middle,95560,75196,4981902,361538,29428,886779,14334,4278,5272,8004,13521,5220,2107,3133,10098,77419,8890,14191,23159,4486089,no,no,Save for kids' college
356,4,0,single_income,upper_middle,188513,158638,8752778,1708670,300401,157941,28276,4350,5752,6270,11603,7580,1716,4311,12940,99212,18347,0,67930,10603908,no,yes,Pay medical bills
357,4,1,single_income,middle,86714,74748,2711045,243266,93062,350434,13007,4918,5697,9939,18756,8211,2263,835,12118,92910,30752,29220,19595,2696939,no,no,Pay off debt
358,4,1,single_income,upper_middle,178282,137830,7912166,1721861,207578,707493,26742,3885,3818,7062,15066,4520,2977,2047,12137,93052,35806,9204,38545,9134112,no,no,Retirement savings
359,3,1,dual_income,rich,203052,152913,45941000,5449022,5445868,148388,30457,4887,5238,4215,8565,7378,1962,3411,11508,88228,20174,26793,103389,56687502,no,no,Invest in stock market
360,4,1,dual_income,lower_middle,50664,40481,703570,169269,15866,80041,7599,4834,2794,4479,17715,6856,2694,2538,9715,74488,39474,10725,12248,808664,no,no,Build passive income
361,5,1,dual_income,lower_middle,52540,44134,797625,77097,12787,122048,7881,5074,5325,5546,10303,5681,2011,945,7383,56605,35832,18042,11867,765461,no,no,Down payment for a house
362,5,2,dual_income,upper_middle,137974,105996,8823476,1104879,352990,380759,20696,3561,2176,5646,15596,9240,1346,2100,11720,89855,10700,0,67886,9900586,no,yes,Down payment for a house
363,6,1,dual_income,upper_middle,163815,144110,7202149,1609187,187242,517876,24572,3213,2011,9770,17940,5109,2376,679,12863,98617,5796,12188,69377,8480702,no,no,Build passive income
364,3,2,single_income,middle,87044,74918,2781627,367429,83115,993802,13056,4515,4760,4432,14457,6866,1778,2570,10139,77735,33552,0,32903,2238369,no,yes,Start an education fund
365,3,2,dual_income,rich,353405,292083,19846358,7819610,5108474,468390,53010,4074,4989,8945,8800,9003,1746,3757,15612,119698,17069,15668,149683,32306052,no,no,Down payment for a house
366,3,0,single_income,upper_middle,173013,141693,6955599,846655,109665,782457,25951,2609,4183,4531,10861,6650,2155,1759,10453,80144,34743,0,55741,7129462,no,yes,Build emergency fund
367,6,2,dual_income,lower_middle,48951,40216,985320,146305,13200,102275,7342,2811,3488,8004,17765,6962,2927,4049,9489,72753,23693,0,10164,1042550,no,yes,Down payment for a house
368,4,0,dual_income,upper_middle,140765,109663,5831219,1556001,375001,283843,21114,2497,5976,8013,8704,7452,1061,4181,11761,90172,25522,23300,57463,7478378,no,no,Invest in stock market
369,4,2,dual_income,lower_middle,39628,32036,1496270,194110,19474,84404,5944,3843,2184,6823,17763,8515,1331,2625,9132,70013,17454,0,11180,1625450,no,yes,Start a small business
370,6,2,dual_income,lower_middle,36655,28700,1787893,157557,18862,161359,5498,3732,5329,3919,10291,7467,604,3740,7208,55267,8491,0,15702,1802953,no,yes,Travel abroad next year
371,3,1,single_income,middle,88088,72280,2942969,187893,25969,208981,13213,5928,5761,9994,9018,3953,1690,2796,9278,71134,22158,14572,36032,2947850,no,no,Increase term insurance
372,6,2,dual_income,middle,61404,54177,3568473,137869,86905,698185,9210,4817,5695,2716,12040,9750,2211,508,8936,68511,30173,11086,33448,3095062,no,no,Open a PPF account
373,3,2,single_income,upper_middle,122246,104617,6330730,626951,430502,583419,18336,2299,4343,8790,17669,7400,1500,3418,11547,88532,45935,24184,47234,6804764,no,no,Build passive income
374,6,1,dual_income,middle,99536,76567,2181676,167839,67931,502069,14930,5418,5597,3327,16806,2244,1256,2346,8926,68436,28405,21857,33281,1915377,no,no,Buy a new car
375,4,2,single_income,upper_middle,133117,114370,7333743,1473885,148786,737293,19967,5023,3511,6081,14118,2858,729,3115,11533,88424,22997,0,68049,8219121,no,yes,Invest in stock market
376,3,2,dual_income,upper_middle,137229,108435,9090617,1066464,194825,197555,20584,4263,4337,2444,16155,2922,692,3130,11079,84940,12816,21225,33145,10154351,no,no,Travel abroad next year
377,4,0,single_income,lower_middle,55471,44881,578743,85642,14322,104800,8320,5034,4387,9008,18089,3799,811,838,8278,63471,45133,0,18988,573907,no,yes,Upgrade to a bigger house
378,6,2,single_income,lower_middle,43055,33286,1248501,4297,11209,178668,6458,2797,2793,2436,14012,7869,1030,4001,8640,66240,38716,0,9559,1085339,no,yes,Start a small business
379,6,0,single_income,middle,111142,91399,3213520,260448,86084,342712,16671,2570,5807,3784,18479,4421,1304,1110,11340,86943,28901,28215,41437,3217340,no,no,Build emergency fund
380,5,2,dual_income,lower_middle,46204,41008,1044043,59817,2093,146319,6930,2458,3738,3432,10517,4857,1005,4679,6827,52344,33730,18769,11556,959634,no,no,Down payment for a house
381,3,0,single_income,poor,22096,19346,54153,8509,3696,78229,3314,5311,5594,5209,10542,2678,1770,2143,7592,58206,18647,0,2996,-11871,yes,yes,Build emergency fund
382,5,1,single_income,middle,117624,103916,3252002,441781,25028,429333,17643,3772,4164,9111,16383,4835,2517,1031,10727,82244,33793,26071,36087,3289478,no,no,Build emergency fund
383,3,0,single_income,lower_middle,39765,34575,1926548,10002,11390,56641,5964,5336,3774,9430,9421,7765,2050,4501,7577,58092,17647,0,5941,1891299,no,yes,Save for kids' college
384,6,1,single_income,upper_middle,147215,126132,6806129,1539089,456737,527310,22082,3212,5368,7645,8388,9626,1203,1559,10310,79047,30874,0,68669,8274645,no,yes,Pay off debt
385,6,0,dual_income,middle,117033,96992,3551870,289432,52145,569068,17554,5151,3329,4105,17745,7327,2034,3069,11801,90476,40396,0,47735,3324379,no,yes,Plan a family vacation
386,5,0,dual_income,lower_middle,39859,33482,604946,127580,4066,149251,5978,5543,4018,2171,13682,6626,1643,2688,8312,63726,8577,13380,9389,587341,no,no,Pay medical bills
387,4,1,single_income,middle,71095,55624,2609003,336576,76680,228400,10664,3810,3094,7432,15895,4126,668,2807,8921,68400,43373,8076,33761,2793859,no,no,Down payment for a house
388,6,2,single_income,middle,80298,70944,3419702,152748,79021,262651,12044,3489,5186,3963,11307,3361,698,1665,6835,52408,27286,0,49072,3388820,no,yes,Pay off debt
389,4,1,single_income,middle,63055,56023,2645452,182579,26320,304817,9458,4144,4277,4274,12466,7219,1968,3766,9667,74120,30727,13284,19642,2549534,no,no,Retirement savings
390,4,0,dual_income,lower_middle,49561,39577,1668931,70047,10796,53881,7434,4646,5441,8474,12784,7761,2558,1645,9649,73979,14102,16498,7413,1695893,no,no,Travel abroad next year
391,5,1,dual_income,rich,335064,271790,45782098,7709659,5768410,241348,50259,4977,3251,6289,8529,4892,1766,2097,15025,115193,23909,25145,65305,59018819,no,no,Build emergency fund
392,5,1,single_income,upper_middle,120533,90447,7249170,785648,210551,417859,18079,2761,3005,2890,10355,3955,2881,2172,9019,69149,40604,0,58255,7827510,no,yes,Upgrade to a bigger house
393,3,1,single_income,upper_middle,120183,104583,7893059,694202,421721,388152,18027,2626,4906,4055,19528,2782,2007,4354,11893,91184,38444,29197,41332,8620830,no,no,Start an education fund
394,3,0,single_income,lower_middle,38382,32677,940990,89609,13930,51110,5757,3169,4200,6714,9683,8841,2377,986,8565,65669,37521,0,5578,993419,no,yes,Repay credit card dues
395,3,1,single_income,upper_middle,178582,152854,9252638,1883043,153619,727824,26787,4100,3153,5907,12288,8734,1580,2694,10902,83582,12851,0,56875,10561476,no,yes,Retirement savings
396,5,0,dual_income,rich,482517,400241,11802572,9861467,7820973,456021,72377,3771,4010,9333,14655,9998,1712,1306,18762,143845,6064,14080,130383,29028991,no,no,Upgrade to a bigger house
397,3,0,single_income,middle,119655,107477,4682385,345420,67455,545632,17948,3865,3405,4723,13600,9062,2459,1668,10815,82918,23782,24014,24711,4549628,no,no,Build passive income
398,6,1,dual_income,rich,497486,412839,21424241,3283224,606998,50021,74622,5871,3300,4499,15595,8226,1237,4885,19253,147609,19755,0,119057,25264442,no,yes,Down payment for a house
399,5,1,single_income,middle,84555,68388,4772386,419372,82670,325613,12683,3511,5330,5041,16722,2923,522,2396,9721,74528,12883,0,22925,4948815,no,yes,Invest in stock market
400,4,2,single_income,lower_middle,50439,39891,1130381,155655,14002,112014,7565,5479,2517,5190,19294,7637,982,4982,9504,72866,17699,0,8139,1188024,no,yes,Fund children's marriage
401,3,2,single_income,lower_middle,51442,44875,623844,104587,1976,121979,7716,2824,3887,4447,8991,7228,2696,4104,9744,74710,30010,19717,18324,608428,no,no,Build emergency fund
402,3,0,dual_income,upper_middle,160225,129357,9467255,1500778,106402,104521,24033,2404,2257,8873,11550,8233,1323,1610,11012,84431,20510,10083,79157,10969914,no,no,Build passive income
403,4,1,single_income,rich,259696,195640,12286113,9558248,4107838,84358,38954,3811,4346,2171,12142,2625,2310,2754,12323,94482,13644,13142,91576,25867841,no,no,Fund children's marriage
404,3,0,single_income,middle,83211,69651,2797634,471551,62185,859045,12481,2848,5796,9218,17678,2441,770,3581,9833,75387,28021,14449,39661,2472325,no,no,Build wealth for kids
405,6,0,single_income,poor,26015,23044,178828,6344,238,74642,3902,3460,4293,7977,11079,8295,1915,3491,8434,64662,41509,18881,1438,110768,yes,no,Down payment for a house
406,4,1,dual_income,poor,18323,15774,10903,11648,1221,55342,2748,3284,2689,7143,12782,6881,839,4881,7312,56062,29064,0,1763,-31570,yes,yes,Renovate home
407,5,1,dual_income,rich,287388,223326,49446398,7837211,4629295,160053,43108,3361,4721,8134,8703,2662,864,675,13729,105261,43065,0,85764,61752851,no,yes,Plan a family vacation
408,3,0,dual_income,middle,111542,88620,2589573,159547,82151,862582,16731,5271,2402,6709,14940,9830,2301,1242,11000,84338,11074,23732,22933,1968689,no,no,Plan a family vacation
409,5,2,single_income,lower_middle,53818,44416,1966581,132689,2530,184405,8072,3672,5611,2511,13082,8860,752,3976,9073,69562,14178,23477,12234,1917395,no,no,Build emergency fund
410,4,0,single_income,middle,80724,60844,4389712,135575,96614,293566,12108,4975,2506,6856,19143,8724,1553,4870,11159,85557,42355,0,22572,4328335,no,yes,Increase term insurance
411,6,2,single_income,middle,102596,78697,2277941,420943,72236,730553,15389,2246,4970,5116,8764,4422,1814,4193,9978,76498,49145,27829,21598,2040567,no,no,Repay credit card dues
412,6,1,dual_income,upper_middle,154361,129377,5080294,595057,251601,483829,23154,4260,5137,9399,9908,8954,2186,3428,11607,88991,35632,12681,69794,5443123,no,no,Buy a new car
413,4,1,single_income,upper_middle,194893,148155,6504915,1311608,249481,625275,29233,3439,2519,7854,8868,4063,2331,4956,10465,80235,33305,27640,31965,7440729,no,no,Repay credit card dues
414,5,2,single_income,middle,110791,83410,3588033,125968,26385,404830,16618,5681,3057,7362,8950,2058,801,3444,10178,78036,44023,0,40444,3335556,no,yes,Buy a new car
415,3,0,dual_income,rich,347079,281317,15846945,4142010,2511153,220510,52061,3529,2777,6455,16523,8037,1027,711,15520,118989,23098,24072,140042,22279598,no,no,Plan a family vacation
416,6,1,single_income,lower_middle,43621,36626,1948612,113065,10032,80399,6543,2455,2443,9894,17690,2926,2650,3537,8914,68345,49345,0,9686,1991310,no,yes,Fund children's marriage
417,6,2,dual_income,middle,61634,49456,4138030,300741,58349,955631,9245,3049,3671,2561,9999,6901,2429,3015,8177,62693,27576,0,36952,3541489,no,yes,Invest in stock market
418,5,0,dual_income,lower_middle,33841,26813,1030704,141705,4885,181666,5076,4263,5388,9395,9496,5555,1265,2101,7749,59412,38682,23228,19393,995628,no,no,Upgrade to a bigger house
419,4,2,single_income,middle,92917,77290,3459222,154486,82294,460243,13937,5192,2294,3143,8455,3553,668,753,7058,54114,48336,6320,35860,3235759,no,no,Repay credit card dues
420,4,1,dual_income,upper_middle,156375,124444,7140237,1085128,274272,722992,23456,4310,4376,2362,11851,5412,2806,2324,10772,82586,49845,29883,56732,7776645,no,no,Build emergency fund
421,4,0,dual_income,upper_middle,144003,115129,7727162,1785020,414596,122205,21600,5368,2726,7356,15121,3648,716,818,11372,87186,20329,0,60523,9804573,no,yes,Open a PPF account
422,6,1,dual_income,middle,108469,90368,2371698,230436,54370,251408,16270,4946,5436,9366,10648,8903,2358,2981,11519,88317,39588,0,40405,2405096,no,yes,Retirement savings
423,3,0,dual_income,middle,70131,53452,2351771,190381,75372,294176,10519,3112,4591,2648,17371,8393,2642,2045,9096,69741,7693,28983,22334,2323348,no,no,Travel abroad next year
424,4,2,single_income,rich,247419,212512,28144041,6391283,4328471,23404,37112,4661,5084,8651,16656,6878,1303,2273,14113,108204,13308,0,122656,38840391,no,yes,Buy a new car
425,5,1,dual_income,middle,69388,62117,2500508,162969,56660,289244,10408,3556,2111,2682,9161,9400,2879,1925,8535,65435,13469,28424,39726,2430893,no,no,Build passive income
426,5,2,dual_income,lower_middle,53583,42881,789965,95797,4768,198456,8037,2682,3718,9169,15361,9333,1424,784,8308,63696,21246,23544,17026,692074,no,no,Buy a new car
427,5,0,dual_income,middle,113952,95318,4655609,116829,80135,204522,17092,3967,5888,6816,10731,7897,2464,1257,10875,83376,23179,9849,35151,4648051,no,no,Retirement savings
428,6,2,single_income,middle,99238,78917,4143177,360281,79886,616779,14885,5992,2207,6228,13458,7315,1785,4128,11049,84715,30357,21950,18712,3966565,no,no,Down payment for a house
429,5,0,single_income,middle,99763,78618,2938055,430350,94900,226296,14964,3849,2862,5445,18757,9427,798,1962,10584,81149,41622,0,39680,3237009,no,yes,Increase term insurance
430,3,1,single_income,middle,113456,87266,2513271,263878,37659,354525,17018,3436,4993,3469,10099,2373,1430,1613,8056,61763,37646,0,45498,2460283,no,yes,Renovate home
431,5,1,single_income,lower_middle,47037,38613,1028446,74236,10531,59879,7055,3388,4197,5911,19120,7700,1639,4158,10151,77825,29605,8766,10543,1053334,no,no,Open a PPF account
432,5,0,single_income,upper_middle,173516,134486,7738659,981946,144104,629604,26027,3282,4845,7268,18629,4011,2963,3788,11292,86574,48874,11229,68130,8235105,no,no,Retirement savings
433,6,1,single_income,upper_middle,139423,121113,9168094,592199,265024,651614,20913,5513,3581,9116,12383,5936,2199,3075,12443,95401,34713,7025,61139,9373703,no,no,Open a PPF account
434,5,2,single_income,middle,84956,65280,3850827,363672,64588,401657,12743,3927,4165,9975,15351,6286,2270,3418,10068,77193,9681,5472,48616,3877430,no,no,Fund children's marriage
435,5,0,single_income,upper_middle,140943,126822,6673820,694499,293073,481150,21141,4420,3256,9054,8827,8379,1327,2465,10396,79706,37556,7427,40832,7180242,no,no,Build emergency fund
436,5,0,single_income,rich,377933,334781,46853680,7732556,9311226,266496,56689,3713,5085,2245,18426,9504,1365,3533,15637,119884,37094,0,50184,63630966,no,yes,Down payment for a house
437,4,0,single_income,middle,76741,66004,2868729,487243,98872,794621,11511,4596,2783,7924,10379,9831,1482,3038,9817,75266,19618,0,18307,2660223,no,yes,Upgrade to a bigger house
438,5,0,dual_income,middle,61622,49684,3280609,249388,28699,934851,9243,3121,2289,9011,13858,9824,2709,1900,9559,73288,13758,6473,46543,2623845,no,no,Pay off debt
439,3,0,dual_income,upper_middle,197593,153926,9419035,1703522,114281,515505,29638,3818,3310,6570,8617,6736,2809,2482,11300,86636,48188,18012,35054,10721333,no,no,Fund children's marriage
440,3,2,dual_income,middle,69628,60248,3647128,379479,63773,907518,10444,3840,3856,9077,17042,3971,1780,2562,8802,67485,8046,17703,43570,3182862,no,no,Build passive income
441,6,0,single_income,upper_middle,151174,132408,6393352,850912,487919,732465,22676,5205,3089,3416,18179,9532,2826,4766,11845,90812,22458,0,55909,6999718,no,yes,Start a small business
442,5,0,single_income,lower_middle,37322,33391,1768219,16208,2410,190111,5598,2545,4351,7586,18478,4697,2040,3594,9059,69457,7365,11668,19990,1596726,no,no,Down payment for a house
443,3,0,dual_income,lower_middle,45136,39391,871603,77755,3247,177851,6770,4704,3379,3037,16262,4874,2335,1269,7406,56783,48152,21336,11472,774754,no,no,Start a small business
444,5,1,dual_income,lower_middle,38766,33158,751420,71442,12572,62279,5814,2069,2378,3302,18541,2254,2207,1333,7615,58387,48724,21120,15723,773155,no,no,Repay credit card dues
445,6,0,single_income,middle,68303,53709,2049334,286964,81196,239726,10245,4285,4022,8677,15846,6822,2605,3165,9486,72727,32025,28533,49905,2177768,no,no,Build wealth for kids
446,5,1,single_income,lower_middle,50676,42519,823392,104493,13708,147031,7601,3637,4382,7966,12670,8439,1607,3705,8704,66735,13669,0,19409,794562,no,yes,Start a small business
447,5,2,dual_income,upper_middle,152780,132740,9645399,1502663,135085,558715,22917,2375,5160,3724,8256,4264,949,3723,9743,74699,21087,22692,50426,10724432,no,no,Pay off debt
448,3,1,dual_income,rich,367856,327581,26240484,6577849,9109707,202520,55178,4944,5936,2398,17343,9504,2733,3831,16018,122808,31563,27061,79974,41725520,no,no,Down payment for a house
449,5,0,dual_income,poor,13904,11469,79109,1825,3924,9815,2085,2784,5220,5259,15820,2130,1975,1999,7273,55766,28814,29089,1176,75043,no,no,Travel abroad next year
450,6,2,single_income,rich,236476,192605,28003858,4028978,626259,404181,35471,5229,5885,8347,11036,2660,2622,1585,12460,95530,18073,0,77566,32254914,no,yes,Renovate home
451,6,2,dual_income,poor,14965,13178,198349,19843,2269,17373,2244,4608,4893,2439,15342,8023,2858,4243,9197,70514,12159,21652,4492,203088,no,no,Open a PPF account
452,3,1,single_income,upper_middle,197001,173149,9271061,633407,201978,563328,29550,4099,5987,2102,13543,4746,2463,4037,12158,93216,6327,0,77740,9543118,no,yes,Travel abroad next year
453,6,1,single_income,middle,78946,63474,4773059,185237,25769,880243,11841,2459,4394,8468,12004,2666,2122,2734,9779,74974,44103,23007,28663,4103822,no,no,Upgrade to a bigger house
454,5,0,dual_income,lower_middle,32928,26906,1346430,40382,4274,87739,4939,5908,5155,6764,10504,9643,1776,4818,10330,79202,35995,0,18249,1303347,no,yes,Start a small business
455,4,0,dual_income,middle,82981,63485,3244930,329316,80360,472390,12447,3148,5086,2959,8629,9407,1274,1843,9457,72510,15161,0,47486,3182216,no,yes,Repay credit card dues
456,5,2,single_income,upper_middle,158233,139319,9479143,1507992,226440,273806,23734,5652,4654,3010,11477,9741,1730,2172,11597,88911,37490,0,45721,10939769,no,yes,Travel abroad next year
457,3,1,dual_income,poor,26935,20445,86625,9231,884,3051,4040,4555,3089,6575,8458,9509,1125,2507,9109,69836,39688,12694,4229,93689,no,no,Renovate home
458,5,1,dual_income,middle,70306,59506,4099741,487167,57078,431617,10545,4086,3887,2938,12301,5970,1441,3908,8208,62933,46730,18385,28601,4212369,no,no,Increase term insurance
459,6,1,single_income,middle,86761,70758,2195507,163944,51533,665718,13014,2793,4458,2677,13909,3561,952,4646,8385,64285,26872,21139,21587,1745266,no,no,Plan a family vacation
460,4,1,single_income,poor,13966,12308,52837,8818,2726,66786,2094,3623,3853,2753,13448,3868,1563,1402,5294,40592,24728,12089,4758,-2405,yes,no,Pay off debt
461,5,0,single_income,upper_middle,122164,103244,8529161,985940,344525,491212,18324,3842,4036,4281,17762,7969,2472,1213,11655,89356,19096,0,44088,9368414,no,yes,Buy a new car
462,4,2,dual_income,middle,77809,67214,4425485,191954,43118,855803,11671,4176,3010,6436,10857,3280,599,2107,7924,60753,7953,10933,42041,3804754,no,no,Repay credit card dues
463,4,2,single_income,middle,116544,91366,3321874,487686,29047,812817,17481,3386,5044,9250,17908,7783,555,1021,10550,80885,35273,18349,25338,3025790,no,no,Travel abroad next year
464,5,1,single_income,upper_middle,131330,107830,9341387,1632113,160985,641332,19699,2068,5416,8905,8319,4224,1083,1081,9203,70558,20494,0,68292,10493153,no,yes,Increase term insurance
465,5,1,dual_income,lower_middle,44030,36877,548070,5166,7121,195749,6604,3393,2800,9046,8130,3293,2463,2711,6968,53425,14740,0,12409,364608,yes,yes,Open a PPF account
466,4,0,dual_income,middle,90129,70078,4194999,203742,68503,702376,13519,3963,4546,9385,10614,4614,1403,4297,10701,82043,7674,20796,48241,3764868,no,no,Renovate home
